"municipio","ano","quarter","precio"
"Alcalá De Henares",2018,2,1747.30546115459
"Alcobendas",2018,2,2414.04528771023
"Alcorcón",2018,2,2081.1249156854
"Algete",2018,2,1624.95952488965
"Alpedrete",2018,2,1690.84053651241
"Aranjuez",2018,2,1302.97113244529
"Arganda Del Rey",2018,2,1491.98094509345
"Arroyomolinos",2018,2,1029.30102055174
"Boadilla Del Monte",2018,2,2813.43843005469
"Brunete",2018,2,1970.75039875182
"Cercedilla",2018,2,1226.05111930571
"Ciempozuelos",2018,2,1314.70684189675
"Collado Villalba",2018,2,1631.081125645
"Colmenar Viejo",2018,2,1841.27793958299
"Coslada",2018,2,1995.2087096985
"El Escorial",2018,2,1542.3085754018
"Fuenlabrada",2018,2,1646.38281637901
"Galapagar",2018,2,1465.00951351501
"Getafe",2018,2,1887.71494745494
"Guadarrama",2018,2,1492.87711105899
"Humanes De Madrid",2018,2,1509.39559215578
"La Moraleja",2018,2,4621.82765993781
"Leganés",2018,2,1881.38268992324
"Majadahonda",2018,2,3091.35483839235
"Manzanares El Real",2018,2,1598.67907955704
"Meco",2018,2,1310.52521347353
"Mejorada Del Campo",2018,2,1526.35556120164
"Molar El",2018,2,1484.77570258218
"Móstoles",2018,2,1659.49521397624
"Navalcarnero",2018,2,1387.89769021948
"Paracuellos Del Jarama",2018,2,2176.58473015271
"Parla",2018,2,1424.06362327317
"Pinto",2018,2,1836.0160566403
"Pozuelo De Alarcón",2018,2,3536.82168655777
"Rivas-Vacíamadrid",2018,2,1928.89010836877
"Rozas De Madrid (Las)",2018,2,2972.65951491818
"San Agustín De Guadalix",2018,2,1826.86072764593
"San Fernando De Henares",2018,2,1978.10856447811
"San Lorenzo Del Escorial",2018,2,1770.01706401712
"San Martín De La Vega",2018,2,1097.31856531341
"San Martín De Valdeiglesias",2018,2,801.94884968921
"San Sebastián De Los Reyes",2018,2,2493.83309232091
"Sevilla La Nueva",2018,2,1435.98004634223
"Torrejón De Ardoz",2018,2,1718.44100531454
"Torrelodones",2018,2,2770.59161423644
"Tres Cantos",2018,2,2844.99316520505
"Valdemoro",2018,2,1585.77526850019
"Villanueva De La Cañada",2018,2,2188.89878473132
"Villanueva Del Pardillo",2018,2,2313.32053175305
"Villaviciosa De Odón",2018,2,2890.95615559086
