id,name,host_id,host_name,neighbourhood_group,neighbourhood,latitude,longitude,room_type,price,minimum_nights,number_of_reviews,last_review,reviews_per_month,calculated_host_listings_count,availability_365
402588,PUERTA DEL SOL l - MADRID CENTRE,1408525,Mad4Rent,Centro,Sol,40.415963435628,-3.70301852198919,Entire home/apt,82,3,108,2018-10-23,1.57,61,289
404569,GRAN VIA  -  Vll -MADRID CENTRE,1408525,Mad4Rent,Centro,Universidad,40.4234178638679,-3.7045414651782047,Entire home/apt,81,3,30,2018-10-06,0.66,61,346
405037,Plaza Castilla 4 Torres,1803498,Apartment Madrid,Tetuán,Valdeacederas,40.46537905463309,-3.697659955494688,Entire home/apt,95,3,0,,,10,338
405677,Gran Via Grilo,1803498,Apartment Madrid,Centro,Universidad,40.42434626583246,-3.708308225367159,Entire home/apt,95,3,1,2015-10-11,0.03,10,328
405786,PLAZA DE LA CEBADA  -  SPACIOUS,1408525,Mad4Rent,Centro,Palacio,40.41042790107283,-3.709436604702863,Entire home/apt,99,5,10,2018-02-18,0.18,61,308
406341,"Quiet downtown Madrid, nearby all",2024487,Fernando,Salamanca,Goya,40.42822681518147,-3.677758727428324,Private room,24,2,96,2018-10-21,1.20,1,290
406697,Lovely & Cozy Apartment Center,1973909,Jose Y Ana,Centro,Cortes,40.412623881859034,-3.6988240205043494,Entire home/apt,56,2,370,2018-10-20,4.62,1,314
410699,80m2 spacious bright loft apartment,2044655,Sylvia,Centro,Sol,40.41736194782459,-3.7001236171944676,Entire home/apt,155,3,120,2018-09-23,1.51,4,173
413240,An oasis in the city of Madrid,2056009,Irma,Chamartín,Hispanoamérica,40.453178078545186,-3.671913128150125,Private room,48,2,85,2018-10-25,1.08,1,356
414763,LATINA - lV - STUDIO MADRID CENTRE,1408525,Mad4Rent,Centro,Palacio,40.412823155557525,-3.707486865306563,Entire home/apt,66,3,21,2018-10-29,0.28,61,320
415967, LAVAPIES CLASSY (CENTER TOWN),2068619,Alfonso,Centro,Embajadores,40.40780834847714,-3.702451179740728,Entire home/apt,65,2,151,2018-04-30,1.89,1,326
420039,Bonito estudio en pleno centro,9934732,Fernando Javier,Centro,Universidad,40.426020698177936,-3.705015769809409,Entire home/apt,38,1,501,2018-10-30,6.40,5,258
423655,Tribunal Apartment,1719263,Leticia,Centro,Justicia,40.42637902608642,-3.699574030316692,Entire home/apt,72,5,2,2014-09-06,0.03,3,229
424816,Habitación privada en apartamento..,2111994,Carolina,Tetuán,Cuatro Caminos,40.454825116356346,-3.6999404208455777,Private room,30,7,4,2017-05-31,0.07,2,220
427407, study sol-atocha I,2106353,Reyes,Centro,Embajadores,40.41199408155761,-3.7030109654728176,Entire home/apt,65,5,7,2015-07-25,0.09,2,305
429306,2 Bedroom Apartment - Center Madrid - ST,2134007,Lola,Centro,Universidad,40.42961117470911,-3.7085102022188985,Entire home/apt,110,3,158,2018-10-23,2.04,1,274
429604,sol-atocha II study,2106353,Reyes,Centro,Embajadores,40.41268109204176,-3.701247361306439,Entire home/apt,65,5,2,2015-06-25,0.03,2,296
429942,Refurbished Flat for 4/6 in central Madrid!,1450430,Fanny,Tetuán,Bellas Vistas,40.44797816840144,-3.705891553079563,Entire home/apt,80,5,21,2018-10-23,0.27,1,199
431243,Room in Malasaña,2143950,Jose,Centro,Universidad,40.42310508969295,-3.704817531727243,Private room,25,15,22,2018-10-20,0.83,1,81
431806,CHARMING SUITE IN MADRID'S LEDGE,2146727,Carlos,Moncloa - Aravaca,Casa de Campo,40.42934455374912,-3.7222856365139023,Private room,32,30,95,2018-08-19,1.21,3,172
434195,Nice room near to Palacio Real,2136244,Fermin,Centro,Palacio,40.415018033082895,-3.709733547619081,Private room,36,2,206,2018-11-05,2.62,3,334
434874,GRAN VIA - Vl - MODERNIST & CENTRIC,1408525,Mad4Rent,Centro,Universidad,40.42065696789537,-3.704939998070219,Entire home/apt,82,3,20,2018-06-29,0.30,61,311
437601,Long-term Stay Beautiful Penthouse in Madrid,2174063,Blanca,Salamanca,Lista,40.42987459442745,-3.6783633078497537,Entire home/apt,70,30,2,2018-08-16,0.03,1,300
437666,LA LATINA HABITACIÓN/ CASA COMPLETA,805726,Patricia,Latina,Puerta del Angel,40.40998677086936,-3.72436621035618,Private room,20,2,9,2018-10-18,0.15,10,310
437670,"LA LATINA, MAGNÍFICAS HABITACIONES",805726,Patricia,Latina,Puerta del Angel,40.411553938108334,-3.7237060492900036,Private room,20,3,7,2018-10-10,0.11,10,310
439699,Madrid center - right in Malasaña!,2184051,Emilio,Centro,Universidad,40.42353215831495,-3.703083519586365,Entire home/apt,70,1,435,2018-11-03,5.48,4,330
440596,Quiet Central Apartment with WiFi,1280726,Mallory,Chamberí,Trafalgar,40.42897400540068,-3.697105718038688,Entire home/apt,30,3,7,2012-09-23,0.09,1,0
449218,"Central, fully equipped, best price",2230279,Marina,Chamberí,Trafalgar,40.42975750888553,-3.7025894196375986,Entire home/apt,45,3,233,2018-11-03,2.96,1,59
449494,"central, cheap, basic apartment",814490,Rafael,Centro,Universidad,40.425946634932615,-3.710002919183241,Entire home/apt,55,4,87,2018-05-13,1.10,4,0
456165,Nice room in Madrid,617086,Agata,Carabanchel,Comillas,40.39089626482104,-3.71201542464906,Private room,30,2,2,2017-10-28,0.12,1,0
459303,GRAN VIA - l - CENTRAL & BRIGHT,1408525,Mad4Rent,Centro,Universidad,40.42524049908436,-3.705042821360965,Entire home/apt,81,3,12,2018-02-25,0.25,61,311
459362,PUERTA DEL SOL- ll - MADRID CENTRE,1408525,Mad4Rent,Centro,Sol,40.416611002648565,-3.7028232152595737,Entire home/apt,82,3,24,2018-08-06,0.47,61,323
462072,Spectacular Penthouse 95 m² Latina,2296476,Jose Manuel,Centro,Embajadores,40.4081655161045,-3.7102010119769364,Entire home/apt,112,2,45,2018-11-02,0.57,1,236
463246,Lovely Apartment Madrid Center,2302267,Carmen,Centro,Palacio,40.4137756937528,-3.712525642945427,Entire home/apt,60,3,9,2018-07-16,0.24,1,218
464307,"LOVELY SUNNY, DOWNTOWN, 2 BR APT.",2307294,Lua & Carlos,Centro,Universidad,40.42203945842089,-3.704811269037874,Entire home/apt,85,3,60,2018-04-24,0.76,1,279
467552,DESIGN PENTHOUSE ALONSO MARTINEZ!,2320165,Fernando,Chamberí,Almagro,40.42743648686396,-3.6949983727736506,Entire home/apt,75,2,25,2018-07-03,1.22,1,131
468202,BEST STUDIO IN VERY CENTER MADRID FIBRE OPTIC WIFI,2322563,Julio And Sarah,Centro,Justicia,40.42142389693279,-3.701022925718345,Entire home/apt,59,4,207,2018-10-20,2.64,1,321
469231,ATICO PRECIADOS,1408525,Mad4Rent,Centro,Sol,40.41916670318505,-3.7062424930349764,Entire home/apt,75,3,28,2018-10-19,0.55,61,334
470132,❤Quiet. Comfort. Superior apartment 1BR*Superhost*,2332600,Rodrigo,Centro,Embajadores,40.409094467067675,-3.700454518162982,Entire home/apt,83,2,37,2018-09-20,0.47,1,198
471198,GRAN VIA - Vlll - MADRID OLD TOWN,1408525,Mad4Rent,Centro,Universidad,40.424084510493124,-3.703803594048604,Entire home/apt,81,3,25,2018-10-13,0.51,61,346
471238,PUERTA DEL SOL - V - MADRID CENTRE,1408525,Mad4Rent,Centro,Sol,40.41587692768171,-3.7020009868215284,Entire home/apt,82,4,18,2018-10-22,0.24,61,331
471328,PUERTA DEL SOL - Vll -MADRID CENTRE,1408525,Mad4Rent,Centro,Sol,40.41644448481897,-3.7022248644723184,Entire home/apt,82,3,111,2018-10-29,1.50,61,306
476497,"Gorgeous Studio at center, in Sol!!",2361987,Robin,Centro,Sol,40.42001299287744,-3.7012009524100624,Entire home/apt,40,3,30,2018-10-24,0.39,2,257
477426,Habitación en  Madrid- Moratalaz,2366392,Carolina,Moratalaz,Vinateros,40.40357232936419,-3.642736335032647,Private room,27,2,37,2018-09-09,0.53,2,182
477464,Nice Apart 7 min. walking to Sol,1893660,Felipe,Centro,Embajadores,40.41041334302597,-3.70039072049725,Entire home/apt,41,3,78,2018-07-23,1.00,3,308
477652,REINA SOFIA - ll - WITH  TERRACE ,1408525,Mad4Rent,Centro,Embajadores,40.40670749496131,-3.6977663025271057,Entire home/apt,83,3,12,2018-10-27,0.19,61,330
477656,Eine Terrasse und der Himmel Madrids,2367126,Carmen,Centro,Palacio,40.419606679839994,-3.709645406088199,Private room,40,3,14,2018-05-24,0.19,2,67
482088,CHUECA - Vl - THE TRENDIEST DUPLEX,1408525,Mad4Rent,Centro,Justicia,40.421078492347135,-3.697729882059931,Entire home/apt,88,4,31,2018-05-06,0.56,61,267
482122,TRAFALGAR - CITY - SPACE & LIGHT,1408525,Mad4Rent,Chamberí,Trafalgar,40.43083244416787,-3.701326558310444,Entire home/apt,88,5,5,2018-07-15,0.10,61,345
483048,IFEMA/AIRPORT very good connections,2391244,Marias&Nacho,Hortaleza,Palomas,40.45089776454673,-3.612608042894813,Private room,45,1,54,2018-10-24,0.82,1,98
488462,"★ CENTRAL, CHEAP & CHIC ★WIFI★CC",2417075,Alejandro Y Nelia,Chamberí,Trafalgar,40.42858732263244,-3.6985929513354967,Entire home/apt,85,1,273,2018-10-22,3.51,5,292
489190,Gorgeous attic in Madrid (center),2419064,Laura,Moncloa - Aravaca,Argüelles,40.42466070582831,-3.7136142192985995,Entire home/apt,220,2,26,2016-07-18,0.34,2,43
489477,Big Flat in the Center of Madrid,3056582,Yuho,Centro,Cortes,40.41734386862413,-3.6954424951938836,Entire home/apt,150,2,192,2018-07-11,2.59,1,120
490610,"Spacious and comfortable for 5, at Latina District",2426135,Fernando,Latina,Puerta del Angel,40.410358154957926,-3.725740696995368,Entire home/apt,55,2,12,2018-08-16,0.16,1,129
491070,NICE APT IN THE HEART OF MADRID !!!,2427722,Ignacio,Centro,Universidad,40.427982965139186,-3.7063814365422068,Entire home/apt,70,30,10,2013-05-12,0.13,1,122
492221,CENTRICO EN EL BARRIO DE LA LATINA,2433045,Manuel,Centro,Palacio,40.41209563516285,-3.7087210291564072,Entire home/apt,69,2,154,2018-10-25,2.06,1,343
493067,Disfruta con los cinco sentidos...,2436379,Concha,Centro,Palacio,40.413360309045295,-3.7088967207402406,Entire home/apt,65,2,323,2018-11-05,4.15,1,332
493238,ElRastro-Plaza Mayor. Air cond-WIFI,2436735,Gemma,Centro,Embajadores,40.40659382704486,-3.7068356937408047,Entire home/apt,50,4,176,2018-10-24,2.27,1,316
494434,Flat in the heart of Madrid,2439571,María & Javier,Centro,Universidad,40.42224883333392,-3.7019260696012077,Entire home/apt,120,4,3,2014-08-02,0.04,1,309
497706,Peaceful apartment in Madrid Centre,2456671,José & María,Retiro,Jerónimos,40.40745254511827,-3.682864746748758,Entire home/apt,60,1,164,2018-10-27,2.19,4,301
499911,2 bedroom apartment downtown Madrid,2467212,Joël,Centro,Embajadores,40.41255625665078,-3.701155364799422,Entire home/apt,97,4,116,2018-10-21,1.63,1,265
500742,"Near Retiro Park,Madrid 28007 Spain",2470700,Jaime,Retiro,Niño Jesús,40.41114649311866,-3.671086488512035,Entire home/apt,110,4,0,,,1,16
502021,UN JARDIN EN EL CENTRO DE MADRID,2477022,Chema,Centro,Palacio,40.421221009251276,-3.7090758370023136,Private room,25,150,0,,,1,365
506956,PRECIOSO APTO. CENTRICO EN MADRID,1932547,Nieves,Ciudad Lineal,Concepción,40.44163639774835,-3.649004378183813,Entire home/apt,52,1,253,2018-11-04,7.57,1,42
507614,Malasaña: Amazing&extremely central 2BD flat+sauna,2501740,Moises&Cristina + Little Sophie&Eli,Centro,Universidad,40.42305692486777,-3.70524040891502,Entire home/apt,70,2,12,2018-11-05,0.16,3,205
510973,HABITACION CÉNTRICA EN PISO NUEVO,2517520,Ruben,Centro,Cortes,40.414195589572174,-3.7012917525289057,Private room,60,2,4,2017-09-10,0.21,1,353
514917,"Nice room, nice flat",83531,Abdel,Latina,Cármenes,40.40392625122093,-3.7418237304566975,Private room,17,4,27,2018-07-27,0.37,2,98
515008,BIG BED & VERY NICE ROOM YELLOW.,2536524,Marina,San Blas - Canillejas,Arcos,40.421806547818235,-3.612298494430641,Private room,22,2,17,2018-06-30,0.23,6,303
515339,ORIGINAL next to Royal Palace!!!,2538187,Pe,Centro,Palacio,40.413266610386835,-3.710709077590026,Entire home/apt,42,2,94,2018-11-04,2.81,1,350
516263,"SOL ULTIMO MINUTO, HABITACIONES",805726,Patricia,Centro,Cortes,40.415131944739365,-3.6997002775332937,Private room,25,3,32,2018-07-08,0.43,10,313
518208,BIG BED & VERY NICE ORANGE ROOM.,2536524,Marina,San Blas - Canillejas,Hellín,40.42855204738399,-3.61474441893084,Private room,20,2,13,2018-07-04,0.19,6,68
518511,"Central, cheery, light, historic",1150912,Andrew,Centro,Embajadores,40.411172893598184,-3.703991291210216,Private room,40,2,8,2018-06-29,0.14,1,302
521004,APART. CONDE DUQUE DECO CD2 4 PAX,2516266,Rinanfe 94 SL,Centro,Universidad,40.428490997441195,-3.7083000288358674,Entire home/apt,70,2,29,2018-10-24,0.42,11,95
521162,Cozy apartment in Madrid center,2561320,Raúl,Centro,Embajadores,40.41289283903511,-3.700649503894803,Entire home/apt,85,2,58,2018-07-15,0.81,9,129
521329,Nice&perfect location singel room,2563986,Elena,Chamartín,Hispanoamérica,40.457517485937984,-3.687979860345849,Private room,30,30,0,,,3,365
521367,Penthouse with terrace in SOL-WIFI,2564339,Alfonso & Guillermo,Centro,Sol,40.4159531747359,-3.7028077556896553,Entire home/apt,67,3,83,2018-10-18,1.10,10,317
522563,Beautiful loft in downtown Madrid,1652272,Xuan,Centro,Palacio,40.410405792536686,-3.7109220276248642,Entire home/apt,75,2,62,2018-11-04,1.23,2,357
524003,NEXT TO PLAZA MAYOR STATELY BUILDNG,2576044,Angel,Centro,Embajadores,40.412734259077254,-3.7015413462437246,Private room,65,2,289,2018-11-04,3.89,1,342
526162,Single room in shared flat. Central,2249249,David,Retiro,Pacífico,40.40494837268489,-3.67490290711226,Private room,19,2,1,2012-08-04,0.01,1,0
526513,Sol.  Your home in Madrid´s Heart,1134989,Rut Y Óscar,Centro,Sol,40.41701603878968,-3.707439259470614,Entire home/apt,39,2,397,2018-11-04,5.10,1,332
531677,Bright room in the Gran Via!!!!,2613319,David,Centro,Universidad,40.422158848213556,-3.701230536819648,Private room,34,2,421,2018-11-02,5.65,1,125
531854,Cozy GRAN VIA PENTHOUSE WiFi A/C,2569497,Elena,Centro,Universidad,40.42322806482803,-3.706497129615387,Entire home/apt,55,2,389,2018-10-24,5.05,2,322
533450,Apartment in the center of Madrid,2619962,Mauricio,Centro,Cortes,40.41337267155899,-3.7001284705848647,Private room,24,1,324,2018-10-14,4.21,1,109
536310,Room....Madrid CENTER,2634967,Pati,Chamberí,Trafalgar,40.42973067592616,-3.7043272875273936,Private room,40,2,0,,,2,305
536574,Junior Rent,447969,Javier,Arganzuela,Delicias,40.394648694983545,-3.693285615166206,Entire home/apt,70,3,3,2015-10-14,0.07,1,0
537234,Single Naranja en casa de artista,2638528,Miguel,Arganzuela,Palos de Moguer,40.4011938411793,-3.6914066663785703,Private room,22,1,9,2017-07-09,0.12,2,310
538073,STUDIOS CONDE DUQUE DECO,2516266,Rinanfe 94 SL,Centro,Universidad,40.4290389906013,-3.70845630562264,Entire home/apt,55,2,10,2018-08-26,0.15,11,97
540774,DUPLEX CONDE DUQUE DECO 6 PAX 4B,2516266,Rinanfe 94 SL,Centro,Universidad,40.427574188468725,-3.7079969507994366,Entire home/apt,90,2,28,2018-10-11,0.41,11,107
540937,MELROSEPIES APARTMENT / CITY CENTRE,2659070,Ana,Centro,Embajadores,40.41018800101628,-3.7020088399456923,Entire home/apt,45,1,204,2018-10-22,2.64,2,7
541406,Enjoy madrid with all your family,2661721,Tony,Ciudad Lineal,Costillares,40.46927430747585,-3.6646747801771418,Entire home/apt,300,5,0,,,1,0
542401,THREE BEDROOMS LA RIBERA,2516266,Rinanfe 94 SL,Centro,Embajadores,40.40656713343284,-3.7081444497848794,Entire home/apt,75,4,37,2018-09-30,0.54,11,82
544736,SUNNY & EASY ACCESIBLE BEDROOM,1284868,Rocio,Chamartín,Hispanoamérica,40.45761691533783,-3.676689819641673,Private room,23,2,34,2018-09-23,0.52,2,67
545174,MADRID - MONCLOA ,2680319,Paula,Chamberí,Gaztambide,40.43533270644836,-3.7127996942894623,Entire home/apt,40,1,4,2015-06-30,0.07,1,0
545768,Room 1 in Paseo la Castellana.,2683051,Jose María,Tetuán,Cuatro Caminos,40.45590582742482,-3.6962662643065927,Private room,50,1,36,2018-06-04,0.49,4,362
545781,Rooms 4 in Paseo la Castellana,2683051,Jose María,Tetuán,Cuatro Caminos,40.45529196806816,-3.6965366370644066,Private room,50,1,27,2018-10-31,0.37,4,355
545782,Rooms 2 in Paseo de la Castellana,2683051,Jose María,Tetuán,Cuatro Caminos,40.45573248223846,-3.695280952254156,Private room,50,1,55,2018-10-06,0.94,4,364
546735,Quiet and confortable apartment.,814490,Rafael,Centro,Universidad,40.42732291252589,-3.708902481784785,Entire home/apt,50,3,71,2018-07-16,1.13,4,248
547229,Life is great when we really share!,2690636,Telémaco,Centro,Cortes,40.413735904656036,-3.699660439691593,Private room,39,2,34,2018-11-04,0.64,4,364
548212,Single room with private bathroom,2709614,Maite,Moncloa - Aravaca,Argüelles,40.42598965251947,-3.7169133902990423,Private room,38,3,60,2018-07-01,0.82,1,290
548353,Cozy at heart of Chamberi Madrid. 4,2695670,Den,Chamberí,Vallehermoso,40.44659310298504,-3.704921562943062,Entire home/apt,85,1,1,2018-10-14,1,2,365
548995,CHIC and CENTRAL apartment +WIFI,2673517,Sylvia,Retiro,Ibiza,40.41812777499282,-3.677421719469079,Entire home/apt,90,5,120,2018-10-27,1.63,1,150
549483,Puerta del Sol: It´s Perfect!!!!,1091014,Carlos Joaquín,Centro,Cortes,40.41450665842789,-3.7035910959562686,Entire home/apt,99,3,20,2018-10-14,0.27,4,317
549664,SPACIOUS ROOM WITH BATHROOM,2702003,Arancha,Villa de Vallecas,Casco Histórico de Vallecas,40.370813017510386,-3.6139692787869158,Private room,50,7,1,2015-04-21,0.02,1,89
551966,YOUR HOME IN THE HEART OF MADRID,2659765,Inma,Centro,Embajadores,40.408180531909295,-3.7035099645730574,Entire home/apt,65,3,196,2018-10-13,2.58,1,38
552183,Nice apartment. historic center Mad,2713304,Belén,Centro,Cortes,40.41410893682732,-3.698100247864851,Private room,35,2,193,2018-11-04,2.50,1,347
558690,Bº Salamanca -5pax -3bedrooms - 2wc,2747005,Maribel,Salamanca,Goya,40.42330888307841,-3.6695493297502537,Entire home/apt,100,5,49,2018-10-31,0.79,3,275
560941,Serrano apartment,596469,Gabriel Avalos,Salamanca,Recoletos,40.42314175214048,-3.6895196333466536,Entire home/apt,134,5,19,2018-10-16,0.31,33,344
565152,wonderful aparment in lavapies !!,2779192,Wanda,Centro,Embajadores,40.40762469623578,-3.699396336485239,Entire home/apt,57,2,144,2018-10-21,2.73,1,169
566241,LOVELY APARTMENT CLOSE TO REINA SOFIA MUSEUM,2785251,Susana,Centro,Embajadores,40.40747602932534,-3.6976184028024237,Entire home/apt,47,180,30,2014-03-04,0.40,2,37
566907,DOUBLE ROOM CLOSE TO GRAN VIA!,2642688,Julio,Centro,Justicia,40.42266677583784,-3.697089839740998,Private room,38,1,412,2018-10-22,5.45,4,45
568190,"Rooms to rent to students,tourists ",2795931,Pilar,Latina,Puerta del Angel,40.40985577274207,-3.7286928947783977,Private room,20,2,176,2017-09-29,2.46,1,97
568916,Center. Rastro Market. Sunny & WIFI,2749662,Sauce Ena,Centro,Embajadores,40.40926446073797,-3.70917756362894,Private room,35,2,34,2017-06-01,0.59,1,346
570158,Stanza- Carina,2347489,Jeanet,Chamberí,Rios Rosas,40.445503076023776,-3.7038249840670794,Private room,22,2,26,2018-07-27,0.35,1,326
572048,Rooms to rent in a shared flat,1689652,Alfredo,Centro,Universidad,40.427634277999,-3.704975242948186,Private room,30,3,0,,,1,0
575239,a sunny place in Madrid center,2829495,Karen,Centro,Embajadores,40.40650926393216,-3.7038306932822387,Entire home/apt,56,30,4,2018-02-25,0.24,1,308
576487,HOUSE IN BARAJAS CLOSE TO AIRPORT AND IFEMA,2312712,Pilar,Barajas,Casco Histórico de Barajas,40.47390151664403,-3.576991808832047,Entire home/apt,78,1,282,2018-10-26,3.81,1,156
576883,It´s great feeling like at home!!,2690636,Telémaco,Centro,Cortes,40.414636810902515,-3.6997945957399536,Private room,38,2,29,2018-11-04,0.39,4,365
577563,ATOCHA SKI | PENTHOUSE STUDIO with views,2840472,Toya,Centro,Embajadores,40.41087874863868,-3.6973991978661833,Entire home/apt,40,1,39,2018-10-29,0.56,1,7
578517,INDIVIDUAL ROOM IN CHALET. OCT-MAY,75944,Maite,Salamanca,Guindalera,40.4340562076968,-3.6627232110732426,Private room,130,30,0,,,1,0
578731,"CENTRIC, QUIET, BRIGHT APARTMENT.",2847013,Santiago,Centro,Universidad,40.425346854049344,-3.7075111348830756,Entire home/apt,95,2,271,2018-10-22,3.55,4,313
578837,Studio in the heart of Madrid -WIFI,2847360,Sara,Chamberí,Trafalgar,40.43186420037421,-3.7034602966794927,Entire home/apt,60,2,94,2018-10-25,1.27,1,350
580687,In the heart of Madrid.,2857508,Yolanda,Centro,Cortes,40.41361379807577,-3.6971549009897124,Entire home/apt,67,2,159,2018-11-04,5.57,1,205
581691,OLIVAR - Central Quiet Cozy A/C + WiFi,2864064,Oscar Vanessa Javi,Centro,Embajadores,40.40940199234405,-3.7020347171801293,Entire home/apt,57,1,268,2018-10-14,3.51,27,144
